#Sample	unique_to_file_1	unique_to_file_1_snp	unique_to_file_1_indel	unique_to_file_2	unique_to_file_2_snp	unique_to_file_2_indel	both_missing	common_context	common_context_snp	common_context_indel	common_context_discordant_id	called_and_same	called_and_same_hom_ref	called_and_same_hom_var	called_and_same_het	called_but_discordant	called_but_discordant_hom1_het2	called_but_discordant_het1_hom2	called_but_discordant_hom1_hom2	called_but_discordant_het1_het2
B00G5VR	43837	15622	27519	22437	10712	11725	2576	558327	534645	22456	54992	555355	486318	26701	42336	2972	827	1821	135	189
B00G5W3	43668	15479	27508	22438	10758	11680	2255	558816	535096	22474	55056	555872	487492	26941	41439	2944	756	1870	171	147
B00G73Y	43649	15465	27500	22495	10792	11703	2328	558705	534940	22521	55054	555677	487407	27765	40505	3028	719	1985	144	180
B00G5VS	43743	15541	27503	22397	10737	11660	2388	558649	534926	22499	55057	555653	486784	26804	42065	2996	749	1955	155	137
B00G5W4	43794	15580	27527	22452	10777	11675	2130	558801	535030	22534	55071	555793	486812	27303	41678	3008	726	1953	145	184
B00G73Z	43674	15467	27522	22457	10748	11709	2339	558707	535000	22468	55047	555810	487703	27222	40885	2897	723	1862	142	170
B00G5W5	43609	15438	27488	22453	10745	11708	2463	558652	534923	22509	55047	555795	487687	27289	40819	2857	759	1773	172	153
B00G5VU	43625	15427	27509	22372	10714	11658	2435	558745	535007	22500	55064	555764	487513	26057	42194	2981	763	1879	173	166
B00G5W6	43731	15514	27524	22434	10755	11679	2230	558782	535019	22518	55039	555652	486661	26956	42035	3130	726	2055	172	177
B00G5VN	43729	15524	27512	22463	10815	11648	2292	558693	534973	22490	55065	555728	486617	27134	41977	2965	738	1867	183	177
B00G5VO	43755	15561	27505	22388	10736	11652	2515	558519	534809	22471	55022	555475	485911	26858	42706	3044	775	1929	165	175
B00G5VP	43675	15482	27506	22478	10818	11660	2570	558454	534774	22458	54992	555469	487054	27095	41320	2985	773	1874	170	168
B00G74A	43623	15432	27504	22467	10772	11695	2462	558625	534928	22463	55019	555893	487844	27285	40764	2732	699	1724	155	154
B00G5VJ	43862	15626	27555	22423	10755	11668	2446	558446	534732	22481	55032	555553	486970	26792	41791	2893	825	1756	166	146
B00G742	43588	15409	27493	22460	10762	11698	2635	558494	534742	22511	55047	555532	485830	26982	42720	2962	719	1882	176	185
B00G5VK	43799	15593	27519	22431	10749	11682	2367	558580	534873	22478	55033	555626	486846	27277	41503	2954	816	1822	167	149
B00G73R	43714	15512	27508	22505	10758	11747	2229	558729	535009	22496	55047	555849	487542	27926	40381	2880	760	1772	179	169
B00G743	43610	15413	27508	22452	10746	11706	2362	558753	535013	22501	55055	555740	487656	26519	41565	3013	743	1929	165	176
B00G5VL	43704	15484	27533	22462	10766	11696	2226	558785	535061	22503	55035	555789	487700	26997	41092	2996	795	1899	140	162
B00G73S	43751	15569	27487	22479	10752	11727	2242	558705	534959	22497	55051	555640	487126	26655	41859	3065	732	1992	155	186
B00G744	43661	15460	27513	22470	10738	11732	2444	558602	534872	22493	55045	555718	487207	26818	41693	2884	753	1803	151	177
B00G5VM	43723	15524	27505	22412	10755	11657	2259	558783	535021	22521	55047	555797	487064	27273	41460	2986	744	1940	146	156
B00G73T	43775	15569	27524	22393	10760	11633	2532	558477	534752	22487	54996	555543	487571	27112	40860	2934	771	1868	140	155
B00G745	43783	15561	27525	22415	10746	11669	2628	558351	534681	22443	54990	555496	486581	26462	42453	2855	711	1804	177	163
B00G5VF	43902	15663	27547	22511	10764	11747	1830	558934	535102	22583	55126	556006	487192	26803	42011	2928	669	1950	158	151
B00G73U	43908	15687	27531	22474	10769	11705	2148	558647	534926	22493	55037	555760	487551	26749	41460	2887	738	1848	128	173
B00G746	43745	15552	27498	22493	10766	11727	2368	558571	534836	22500	55025	555595	487348	26653	41594	2976	741	1894	173	168
B00G5VG	43726	15522	27520	22412	10784	11628	2415	558624	534924	22472	55036	555687	486890	26934	41863	2937	733	1875	171	158
B00G747	43709	15531	27481	22418	10765	11653	2757	558293	534621	22450	54990	555320	487061	26570	41689	2973	745	1893	150	185
B00G5VH	43696	15465	27533	22403	10706	11697	2540	558538	534824	22473	55038	555610	486581	27245	41784	2928	776	1840	137	175
B00G73W	43646	15468	27490	22430	10749	11681	2351	558750	535016	22505	55065	556018	488164	27941	39913	2732	758	1674	137	163
B00G748	43624	15453	27488	22390	10707	11683	2640	558523	534816	22472	54986	555821	487435	26477	41909	2702	694	1688	152	168
B00G5VI	43530	15382	27464	22454	10767	11687	2527	558666	534931	22493	55034	555592	487155	27282	41155	3074	778	1948	163	185
B00G73X	43697	15515	27502	22452	10751	11701	2236	558792	535064	22491	55039	555794	487169	27376	41249	2998	762	1907	146	183
B00G749	43672	15462	27525	22468	10716	11752	2281	558756	534996	22513	55046	555652	486901	26710	42041	3104	723	2021	160	200
B00G5VA	43761	15566	27488	22381	10756	11625	2575	558460	534771	22468	55024	555500	486654	26747	42099	2960	791	1859	151	159
B00G5VD	43875	15655	27524	22372	10741	11631	2292	558638	534923	22483	55039	555720	487395	27290	41035	2918	766	1835	168	149
B00G5VC	43747	15543	27517	22471	10755	11716	2413	558546	534840	22479	55036	555481	486786	26738	41957	3065	831	1913	155	166
B00G5VB	43685	15455	27542	22482	10737	11745	2578	558432	534717	22482	54990	555459	487557	26732	41170	2973	819	1797	184	173
B00G5UX	43674	15465	27515	22386	10696	11690	2577	558540	534796	22517	55002	555626	487237	26819	41570	2914	777	1830	143	164
B00G5V9	43626	15432	27519	22402	10695	11707	2426	558723	534955	22520	55041	555710	487166	26446	42098	3013	695	1984	171	163
B00G5V8	43639	15452	27498	22471	10746	11725	2676	558391	534691	22465	54993	555503	487152	27258	41093	2888	722	1855	138	173
B00G5UV	43765	15544	27524	22442	10780	11662	2235	558735	535032	22482	55046	555729	487246	27036	41447	3006	747	1964	137	158
B00G5V7	43609	15408	27512	22399	10732	11667	2604	558565	534880	22455	55000	555563	486947	26687	41929	3002	711	1974	133	184
B00G5UU	43833	15625	27515	22338	10745	11593	2536	558470	534777	22470	55030	555562	487288	27219	41055	2908	737	1824	186	161
B00G5V6	43691	15477	27529	22432	10783	11649	2204	558850	535117	22492	55068	555806	487230	27173	41403	3044	743	1984	144	173
B00G5UZ	43739	15543	27503	22438	10743	11695	2500	558500	534771	22497	55002	555549	486979	26844	41726	2951	725	1850	179	197
B00G5UY	43631	15406	27536	22382	10757	11625	2405	558759	535017	22505	55027	556006	487837	27294	40875	2753	727	1732	148	146
B00G5UO	43731	15501	27539	22484	10770	11714	2092	558870	535117	22505	55046	555903	487581	26955	41367	2967	749	1918	153	147
B00G5V0	43625	15453	27475	22447	10793	11654	2949	558156	534497	22442	54940	555223	486323	26415	42485	2933	838	1748	169	178
B00G5UP	43643	15483	27459	22403	10725	11678	2379	558752	535021	22497	55073	555792	487544	26731	41517	2960	695	1940	162	163
B00G5V1	43625	15406	27518	22381	10693	11688	2593	558578	534840	22501	55029	555492	486716	26889	41887	3086	775	1997	148	166
B00G5V4	43869	15685	27495	22446	10793	11653	2438	558424	534729	22479	55034	555422	487433	27036	40953	3002	793	1878	143	188
B00G5UT	43841	15603	27552	22572	10760	11812	1759	559005	535182	22571	55131	555947	486881	27493	41573	3058	683	2018	169	188
B00G5V5	43658	15478	27494	22421	10734	11687	2569	558529	534807	22501	55026	555547	486927	26607	42013	2982	768	1898	130	186
B00G5UQ	43698	15500	27515	22361	10727	11634	2620	558498	534785	22471	55005	555538	487122	26784	41632	2960	797	1845	147	171
B00G5V2	43616	15415	27505	22426	10722	11704	2614	558521	534797	22498	54988	555609	486842	27382	41385	2912	778	1801	167	166
B00G5UR	43768	15521	27549	22451	10736	11715	2499	558459	534720	22501	54998	555626	486064	26646	42916	2833	760	1754	141	178
B00G5UL	43863	15600	27574	22635	10780	11855	1734	558945	535149	22558	55100	555925	487036	27203	41686	3020	707	1957	160	196
B00FWXD	43733	15528	27509	22462	10751	11711	2303	558679	534901	22536	55066	555689	486608	26840	42241	2990	828	1853	143	166
B00FWXC	43785	15555	27543	22424	10760	11664	2542	558426	534712	22481	55035	555388	486571	26965	41852	3038	769	1941	164	164
B00FWXB	43725	15533	27501	22528	10762	11766	2166	558758	535007	22518	55045	555723	487066	27195	41462	3035	755	1944	165	171
B00FWWW	43682	15471	27515	22528	10771	11757	2196	558771	535013	22540	55055	555832	486804	27795	41233	2939	763	1804	209	163
B00FWWV	43716	15494	27532	22467	10747	11720	2089	558905	535145	22521	55067	555925	487105	27116	41704	2980	778	1884	157	161
B00FWX7	43682	15480	27517	22451	10706	11745	2277	558767	535016	22518	55083	555762	487309	27378	41075	3005	763	1913	159	170
B00FWWU	43670	15489	27491	22445	10738	11707	2757	558305	534597	22475	54982	555198	487065	26955	41178	3107	834	1944	161	168
B00FWWT	43697	15496	27515	22428	10751	11677	2228	558824	535057	22529	55062	555711	487575	27086	41050	3113	712	2051	167	183
B00FWX5	43789	15589	27511	22496	10783	11713	2300	558592	534867	22496	55055	555648	486862	27151	41635	2944	730	1881	145	188
B00FWX9	43807	15593	27525	22410	10736	11674	2473	558487	534776	22468	55007	555639	487558	26616	41465	2848	732	1796	151	169
B00GG8V	43805	15589	27517	22495	10781	11714	2176	558701	534975	22507	55056	555794	487928	27421	40445	2907	779	1825	147	156
B00FWWN	43599	15451	27466	22469	10802	11667	2490	558619	534907	22472	55032	555619	487298	26812	41509	3000	749	1954	153	144
B00GG8W	43713	15515	27516	22513	10768	11745	1944	559007	535233	22544	55069	556146	487838	26957	41351	2861	653	1862	159	187
B00FWWO	43637	15461	27492	22437	10762	11675	2848	558255	534599	22423	54941	555321	487077	26599	41645	2934	748	1854	156	176
B00FWX0	43639	15399	27555	22472	10730	11742	2450	558616	534867	22501	55022	555730	486792	26890	42048	2886	639	1934	146	167
B00GG8X	43819	15557	27567	22528	10752	11776	1887	558943	535169	22534	55089	556065	487167	27501	41397	2878	738	1798	154	188
B00FWWL	43527	15353	27486	22574	10811	11763	2344	558732	534997	22515	55063	555764	486697	26852	42215	2968	719	1918	173	158
B00GG8Y	43830	15631	27511	22502	10759	11743	2108	558737	534966	22533	55065	555903	487413	27651	40839	2834	749	1753	168	164
B00FWWM	43633	15445	27497	22478	10739	11739	2355	558711	534973	22505	55059	555830	487164	26798	41868	2881	718	1849	156	158
B00GG8Z	43390	15303	27414	23172	11225	11947	2128	558487	534805	22448	54998	555250	486993	26904	41353	3237	1017	1900	173	147
B00FWX4	43708	15493	27526	22511	10765	11746	2027	558931	535181	22512	55101	556006	486974	27210	41822	2925	733	1879	150	163
B00FWWP	43659	15455	27522	22485	10720	11765	2245	558788	535037	22516	55019	555722	487183	27257	41282	3066	755	1992	139	180
B00FWX1	43662	15448	27525	22511	10737	11774	2184	558820	535025	22557	55087	555874	487349	26510	42015	2946	751	1841	173	181
B00FWWQ	43603	15411	27501	22476	10744	11732	2396	558702	534941	22511	55057	555648	486967	26416	42265	3054	760	1968	151	175
B00FWX2	43669	15467	27513	22493	10753	11740	2274	558741	534984	22524	55072	555752	487163	27161	41428	2989	695	1966	154	174
B00FWWG	43715	15502	27525	22546	10769	11777	2272	558644	534893	22513	55036	555672	486216	27165	42291	2972	730	1911	157	174
B00FWWD	43645	15451	27516	22489	10729	11760	2339	558704	534920	22535	55042	555619	486941	26728	41950	3085	730	2008	176	171
B00FWWK	43640	15431	27521	22568	10780	11788	2240	558729	534988	22504	55072	555793	486752	27028	42013	2936	732	1885	142	177
B00FWWH	43822	15590	27535	22421	10744	11677	2360	558574	534818	22525	55025	555476	486812	26638	42026	3098	726	2034	164	174
B00FWWI	43710	15489	27531	22523	10727	11796	2138	558806	535039	22534	55090	555778	486530	26462	42786	3028	708	1990	155	175
B00GG8M	43785	15575	27512	22479	10744	11735	2396	558517	534795	22485	55021	555544	486657	26709	42178	2973	759	1909	125	180
B00GG8L	43719	15490	27539	22601	10764	11837	1890	558967	535149	22567	55120	555788	486523	26903	42362	3179	645	2170	160	204
B00GG8K	43774	15590	27504	22475	10739	11736	2332	558596	534869	22483	55061	555619	487112	27581	40926	2977	768	1850	190	169
B00FWYE	43574	15427	27464	22509	10771	11738	2618	558476	534784	22470	54987	555485	487114	26701	41670	2991	839	1834	154	164
B00GG8J	43805	15599	27521	22426	10728	11698	2303	558643	534898	22501	55052	555823	487587	26675	41561	2820	729	1735	175	181
B00GG8I	43674	15486	27492	22494	10743	11751	2305	558704	534920	22543	55069	555703	486396	26957	42350	3001	736	1935	151	179
B00GG8H	43626	15416	27528	22521	10743	11778	2078	558952	535157	22548	55129	555900	486832	27133	41935	3052	686	2038	150	178
B00GG8G	43798	15596	27502	22515	10773	11742	2255	558609	534844	22533	55058	555724	487115	26618	41991	2885	749	1807	169	160
B00FWYA	43594	15407	27502	22508	10779	11729	2189	558886	535134	22508	55084	555905	487575	27522	40808	2981	769	1903	161	148
B00GG8F	43793	15584	27515	22461	10735	11726	2354	558569	534832	22500	55052	555535	486867	26444	42224	3034	789	1906	169	170
B00GG8U	43674	15499	27489	22364	10725	11639	2448	558691	534959	22494	55020	555772	487484	27654	40634	2919	700	1917	146	156
B00FWXZ	43674	15455	27523	22554	10778	11776	2147	558802	535071	22521	55055	555868	487364	27310	41194	2934	753	1850	164	167
B00FWXY	43607	15421	27505	22462	10742	11720	2290	558818	535058	22513	55053	555673	487467	26883	41323	3145	752	2046	171	176
B00GG8S	43730	15516	27524	22516	10757	11759	2107	558824	535062	22523	55043	556106	487730	26552	41824	2718	707	1700	147	164
B00GG8R	43716	15475	27547	22443	10748	11695	2212	558806	535056	22517	55074	555815	487201	27078	41536	2991	739	1933	164	155
B00GG8Q	43945	15691	27561	22494	10747	11747	2097	558641	534893	22503	55051	555681	487256	26825	41600	2960	731	1869	171	189
B00FWXV	43628	15411	27541	22571	10766	11805	2160	558818	535046	22526	55091	555789	487313	26856	41620	3029	687	1999	148	195
B00GG8P	43775	15599	27485	22449	10750	11699	2431	558522	534785	22507	55058	555473	487138	26846	41489	3049	750	1954	171	174
B00FWXU	43686	15492	27509	22412	10776	11636	2625	558454	534750	22463	54997	555385	486492	26770	42123	3069	738	1997	150	184
B00FWY6	43662	15476	27499	22420	10708	11712	2417	558678	534936	22511	55054	555677	486849	27070	41758	3001	802	1848	158	193
B00GG8O	43757	15548	27516	22423	10740	11683	2359	558638	534878	22519	55064	555683	486759	27142	41782	2955	735	1867	169	184
B00FWXX	43814	15572	27545	22538	10762	11776	1988	558837	535078	22523	55072	555813	487293	26889	41631	3024	725	1952	177	170
B00GG8N	43701	15503	27510	22394	10755	11639	2414	558668	534952	22492	55029	555663	486229	26861	42573	3005	742	1946	161	156
B00FWXW	43693	15490	27510	22502	10761	11741	2186	558796	535027	22529	55060	555681	486627	27702	41352	3115	739	2035	172	169
B00FWXQ	43731	15521	27511	22517	10779	11738	2287	558642	534891	22516	55058	555667	486751	26696	42220	2975	795	1850	181	149
B00FWY2	43667	15451	27530	22547	10692	11855	1919	559044	535190	22588	55119	556020	487346	26322	42352	3024	622	2076	153	173
B00FWXR	43739	15511	27535	22474	10746	11728	2240	558724	535015	22486	55029	555664	487689	27095	40880	3060	730	2011	154	165
B00FWY3	43597	15420	27495	22457	10766	11691	2573	558550	534806	22502	55014	555554	486990	26899	41665	2996	732	1915	157	192
B00GG7Y	43697	15487	27521	22407	10737	11670	2460	558613	534891	22502	55061	555654	486819	26437	42398	2959	709	1917	153	180
B00FWXS	43841	15574	27574	22549	10748	11801	1830	558957	535153	22556	55079	555923	487410	27369	41144	3034	687	2007	163	177
B00FWY4	43686	15454	27540	22399	10747	11652	2365	558727	535001	22502	55040	555821	487417	27163	41241	2906	719	1854	149	184
B00GG7Z	43766	15528	27538	22578	10734	11844	1854	558979	535125	22603	55156	555899	487125	27052	41722	3080	657	2059	157	207
B00FWY5	43798	15596	27518	22656	10846	11810	2099	558624	534880	22503	55025	555358	487699	27122	40537	3266	833	2073	179	181
B00GG88	43760	15553	27514	22464	10759	11705	2210	558743	534956	22543	55105	555718	487115	27218	41385	3025	779	1926	158	162
B00GG7W	43717	15489	27535	22500	10784	11716	2168	558792	535039	22520	55076	555742	486846	27214	41682	3050	671	2059	146	174
B00FWXM	43757	15527	27545	22507	10743	11764	1979	558934	535119	22567	55104	556019	486888	26655	42476	2915	671	1933	152	159
B00GG89	43619	15404	27511	22498	10762	11736	2234	558826	535061	22534	55105	555821	486481	26386	42954	3005	721	1941	159	184
B00GG7X	43799	15613	27486	22376	10717	11659	2611	558391	534729	22451	54995	555576	486839	27637	41100	2815	787	1737	144	147
B00GG86	43772	15555	27529	22485	10777	11708	2026	558894	535138	22515	55081	555794	486627	26947	42220	3100	716	2016	167	201
B00GG7U	43781	15577	27504	22356	10710	11646	2454	558586	534885	22471	55026	555665	486887	27640	41138	2921	766	1850	132	173
B00FWXO	43626	15420	27514	22476	10752	11724	2277	558798	535019	22536	55090	555881	487117	27058	41706	2917	739	1852	148	178
B00FWY0	43714	15513	27509	22479	10732	11747	2453	558531	534801	22501	55017	555647	487737	26846	41064	2884	792	1774	148	170
B00GG87	43686	15482	27511	22449	10796	11653	2378	558664	534944	22493	55043	555689	486862	27257	41570	2975	792	1860	148	175
B00GG7V	43823	15615	27513	22401	10701	11700	2373	558580	534854	22494	55052	555753	486822	27087	41844	2827	725	1752	165	185
B00FWXP	43867	15639	27536	22425	10732	11693	2189	558696	534944	22525	55077	555634	486943	27097	41594	3062	782	1930	183	167
B00GG8D	43704	15482	27527	22550	10704	11846	2072	558851	535050	22551	55102	555938	487229	26915	41794	2913	647	1915	165	186
B00FWXI	43786	15551	27547	22488	10774	11714	1974	558929	535161	22540	55088	555904	487367	27010	41527	3025	700	1973	165	187
B00GG8E	43662	15476	27500	22506	10784	11722	2458	558551	534819	22509	55028	555507	487137	26721	41649	3044	782	1964	137	161
B00FWXJ	43643	15417	27538	22433	10761	11672	2576	558525	534845	22457	54993	555569	487182	26758	41629	2956	734	1907	148	167
B00GG8B	43719	15512	27528	22557	10798	11759	2091	558810	535055	22517	55080	555775	486540	26186	43049	3035	712	2002	145	176
B00FWXK	43699	15494	27515	22483	10763	11720	2633	558362	534675	22467	54953	555476	486374	27360	41742	2886	730	1814	164	178
B00GG8C	43654	15454	27512	22501	10777	11724	2256	558766	535025	22507	55059	555839	486427	26702	42710	2927	760	1830	176	161
B00FWXL	43556	15390	27482	22473	10744	11729	2500	558648	534901	22510	55070	555689	486450	26582	42657	2959	739	1883	167	170
B00FWXE	43707	15493	27520	22469	10746	11723	2373	558628	534913	22484	55036	555765	486860	27202	41703	2863	753	1753	170	187
B00GG8A	43724	15541	27490	22406	10761	11645	2496	558551	534877	22458	55032	555572	487321	27264	40987	2979	767	1880	157	175
B00FWXF	43678	15490	27510	22536	10760	11776	2090	558873	535109	22513	55071	555808	487806	27256	40746	3065	785	1980	141	159
B00FWXH	43904	15651	27556	22432	10715	11717	2245	558596	534871	22499	55028	555541	487168	26456	41917	3055	799	1918	156	182
B00GG7J	43699	15520	27495	22442	10759	11683	2308	558728	534987	22507	55041	555700	486668	27280	41752	3028	788	1889	177	174
B00FWZF	43682	15511	27478	22440	10723	11717	2828	558227	534572	22436	54980	555305	486711	27149	41445	2922	790	1839	140	153
B00G5XK	43663	15471	27509	22403	10747	11656	2495	558616	534917	22473	55027	555666	487024	27212	41430	2950	813	1840	148	149
B00GG7I	43617	15463	27474	22442	10766	11676	2374	558744	535006	22503	55044	555755	486871	26827	42057	2989	756	1899	146	188
B00FWZE	43724	15506	27518	22522	10739	11783	2301	558630	534888	22505	55048	555741	486219	27051	42471	2889	758	1802	173	156
B00G5XJ	43644	15465	27493	22394	10766	11628	2628	558511	534815	22470	55020	555477	488265	27018	40194	3034	789	1949	132	164
B00GG7L	43679	15493	27494	22481	10740	11741	2183	558834	535057	22537	55096	555837	486706	27214	41917	2997	732	1915	171	179
B00FWZD	43831	15603	27534	22489	10737	11752	2085	558772	534987	22554	55111	555856	486882	27213	41761	2916	774	1786	181	175
B00G5XI	43678	15478	27520	22440	10771	11669	2376	558683	534955	22499	55037	555824	486629	27784	41411	2859	810	1726	159	164
B00GG7K	43796	15546	27565	22668	10767	11901	1534	559179	535307	22616	55166	556191	487053	27005	42133	2988	589	2032	156	211
B00G5XH	43598	15395	27518	22413	10766	11647	2464	558702	534987	22492	55051	555766	487843	27445	40478	2936	714	1903	153	166
B00GG7F	43740	15555	27499	22500	10784	11716	2208	558729	534995	22498	55055	555801	486644	27237	41920	2928	807	1784	184	153
B00FWZB	43741	15530	27535	22496	10735	11761	2255	558685	534927	22513	55025	555599	485988	26549	43062	3086	738	2034	143	171
B00G5XO	43585	15619	27300	22796	11150	11646	4654	556142	532773	22156	54613	552704	486237	26644	39823	3438	1203	1916	146	173
B00G5Y0	43857	15677	27490	22377	10778	11599	2687	558256	534586	22439	54976	555324	486943	26534	41847	2932	830	1767	162	173
B00GG7E	43734	15511	27530	22503	10758	11745	2303	558637	534908	22499	55064	555708	487809	26265	41634	2929	723	1852	165	189
B00G5XN	43580	15523	27383	22718	11061	11657	3752	557127	533633	22276	54787	553641	485760	26432	41449	3486	1142	2033	152	159
B00GG7H	43670	15476	27514	22486	10784	11702	2231	558790	535066	22493	55046	555652	487828	27294	40530	3138	790	2023	155	170
B00G5XM	43614	15413	27512	22470	10755	11715	2519	558574	534832	22503	55036	555696	487190	27177	41329	2878	696	1828	151	203
B00G5XL	43697	15497	27514	22372	10743	11629	2468	558640	534940	22463	55018	555612	486878	27379	41355	3028	796	1920	152	160
B00GG83	43729	15499	27535	22391	10720	11671	2528	558529	534816	22489	55053	555614	486529	26893	42192	2915	747	1859	140	169
B00GG7R	43735	15516	27522	22458	10790	11668	2184	558800	535045	22526	55067	555820	487951	27748	40121	2980	727	1912	160	181
B00G5Y4	43635	15465	27488	22446	10777	11669	2476	558620	534920	22473	55025	555738	487780	26560	41398	2882	812	1744	155	171
B00GG82	43689	15509	27493	22440	10736	11704	2416	558632	534881	22505	55042	555677	487166	26853	41658	2955	726	1889	153	187
B00GG7Q	43660	15462	27509	22462	10728	11734	2286	558769	535016	22510	55059	555800	486664	27341	41795	2969	752	1887	155	175
B00G5XR	43636	15443	27519	22432	10715	11717	2354	558755	535006	22502	55014	555084	486881	26530	41673	3671	1288	2028	180	175
B00G5Y3	43520	15349	27487	22472	10742	11730	2761	558424	534694	22480	54976	555390	486325	26488	42577	3034	915	1759	178	182
B00GG7T	43636	15481	27468	22476	10776	11700	2404	558661	534917	22506	55066	555761	486757	26587	42417	2900	731	1849	134	186
B00G5XQ	43874	15677	27510	22398	10749	11649	2455	558450	534755	22473	55005	555443	487024	27707	40712	3007	828	1846	163	170
B00G5Y2	43605	15445	27468	22334	10748	11586	2944	558294	534651	22428	54958	555277	486289	26827	42161	3017	855	1860	135	167
B00GG84	43812	15644	27485	22510	10751	11759	2369	558486	534770	22483	55039	555633	486467	27171	41995	2853	747	1740	170	196
B00GG7S	43804	15591	27526	22538	10749	11789	2205	558630	534843	22548	55091	555735	486723	27145	41867	2895	734	1782	182	197
B00FWYZ	43670	15493	27487	22473	10768	11705	2649	558385	534683	22479	55001	555530	486846	26933	41751	2855	829	1720	145	161
B00G5XP	43696	15491	27530	22433	10759	11674	2373	558675	534973	22472	55017	555564	487345	26747	41472	3111	765	2039	140	167
B00G5Y1	43580	15373	27513	22375	10710	11665	2948	558274	534561	22490	54969	555494	486507	26783	42204	2780	729	1695	181	175
B00GG7N	43684	15496	27510	22498	10766	11732	2331	558664	534900	22524	55059	555668	487436	26374	41858	2996	708	1971	152	165
B00FWYY	43758	15530	27533	22482	10742	11740	2235	558702	534933	22535	55055	555850	487373	26943	41534	2852	787	1745	160	160
B00G5XW	43597	15393	27523	22412	10718	11694	2667	558501	534772	22490	54982	555403	486764	26246	42393	3098	992	1777	155	174
B00G5Y8	43685	15481	27509	22410	10774	11636	2578	558504	534788	22488	54997	555541	486512	26531	42498	2963	773	1861	152	177
B00GG7M	43887	15645	27542	22549	10744	11805	1886	558855	535059	22552	55110	555868	487338	27453	41077	2987	755	1898	163	171
B00FWYX	43675	15488	27498	22452	10717	11735	2627	558423	534690	22516	55023	555480	486906	26578	41996	2943	753	1877	149	164
B00G5XV	43722	15516	27516	22420	10774	11646	2297	558738	535021	22482	55049	555728	487126	26856	41746	3010	801	1896	154	159
B00GG81	43630	15468	27469	22501	10778	11723	2458	558588	534856	22505	55024	555544	485936	26970	42638	3044	779	1933	159	173
B00GG7P	43799	15564	27548	22470	10735	11735	2319	558589	534833	22513	55032	555593	486362	26797	42434	2996	759	1890	164	183
B00FWZ8	43567	15361	27526	22539	10749	11790	2414	558657	534917	22494	55066	555701	486938	27015	41748	2956	734	1932	125	165
B00G5XU	43772	15608	27477	22490	10805	11685	2596	558319	534637	22457	55003	555211	486473	27603	41135	3108	887	1883	157	181
B00G5Y6	43643	15481	27474	22462	10801	11661	2503	558569	534909	22448	55011	555644	487739	27268	40637	2925	797	1807	151	170
B00GG80	43760	15526	27551	22509	10771	11738	2128	558780	535025	22520	55075	555826	487141	27118	41567	2954	701	1925	153	175
B00GG7O	43731	15510	27530	22516	10741	11775	1845	559085	535270	22566	55116	556037	487412	27427	41198	3048	738	1992	148	170
B00FWZ7	43610	15446	27489	22521	10761	11760	2227	558819	535064	22515	55084	555769	487379	26230	42160	3050	718	2017	153	162
B00G5XT	43659	15479	27492	22444	10782	11662	2658	558416	534767	22419	54972	555574	487240	26688	41646	2842	844	1700	126	172
B00GG79	43765	15562	27515	22468	10749	11719	2078	558866	535116	22509	55076	555785	487262	27367	41156	3081	758	2000	159	164
B00GG6X	43692	15493	27511	22510	10796	11714	2224	558751	535021	22488	55059	555784	487486	27020	41278	2967	767	1885	155	160
B00FWYT	43785	15602	27496	22509	10749	11760	2407	558476	534726	22518	55013	555543	486825	27163	41555	2933	814	1786	147	186
B00GG6Y	43777	15553	27534	22433	10762	11671	2166	558801	535043	22529	55089	555848	486995	27560	41293	2953	759	1863	157	174
B00FWZ6	43693	15484	27520	22392	10717	11675	2731	558361	534659	22461	54984	555436	487322	26843	41271	2925	835	1762	164	164
B00GG6Z	43757	15565	27505	22390	10726	11664	2453	558577	534857	22489	55036	555666	487018	26919	41729	2911	747	1797	170	197
B00FWYR	43616	15440	27485	22448	10745	11703	2301	558812	535021	22544	55052	555346	486940	25977	42429	3466	990	2143	163	170
B00G5XX	43651	15483	27481	22420	10730	11690	2811	558295	534600	22466	54983	555393	485845	26700	42848	2902	840	1714	173	175
B00FWYS	43683	15459	27529	22401	10725	11676	2527	558566	534857	22483	54979	555566	486933	27206	41427	3000	758	1900	160	182
B00G5XY	43680	15495	27497	22423	10803	11620	2322	558752	535019	22487	55058	555835	488197	26862	40776	2917	757	1824	166	170
B00GG6T	43692	15510	27507	22472	10771	11701	2241	558772	535018	22517	55068	555767	487549	27136	41082	3005	704	1983	132	186
B00FWYP	43588	15400	27510	22562	10788	11774	2264	558763	534969	22549	55067	555882	487385	27128	41369	2881	714	1851	158	158
B00GG76	43658	15468	27490	22425	10725	11700	2370	558724	535003	22506	55050	555796	486700	26927	42169	2928	692	1936	125	175
B00GG6U	43852	15614	27546	22513	10767	11746	1917	558895	535102	22549	55095	555896	486977	26879	42040	2999	732	1931	137	199
B00FWYQ	43636	15433	27513	22483	10727	11756	2417	558641	534850	22538	55055	555636	487061	27098	41477	3005	699	1973	159	174
B00FWZ2	43594	15415	27490	22444	10738	11706	2762	558377	534667	22481	54982	555277	486710	26353	42214	3100	840	1956	145	159
B00GG77	43611	15389	27542	22491	10797	11694	2300	558775	535034	22511	55080	555755	487337	27357	41061	3020	770	1932	173	145
B00GG6V	43872	15647	27528	22427	10821	11606	2297	558581	534866	22495	55051	555502	487631	27553	40318	3079	818	1918	167	176
