#Sample	unique_to_file_1	unique_to_file_1_snp	unique_to_file_1_indel	unique_to_file_2	unique_to_file_2_snp	unique_to_file_2_indel	both_missing	common_context	common_context_snp	common_context_indel	common_context_discordant_id	called_and_same	called_and_same_hom_ref	called_and_same_hom_var	called_and_same_het	called_but_discordant	called_but_discordant_hom1_het2	called_but_discordant_het1_hom2	called_but_discordant_hom1_hom2	called_but_discordant_het1_het2
B00FWWU	10488	4508	5721	23984	16268	7716	2015	591487	545613	43610	50294	588048	515059	27401	45588	3439	2132	573	363	371
B00FWWT	10500	4500	5736	23976	16279	7697	1477	592021	546091	43668	50370	588672	515874	27304	45494	3349	2070	568	358	353
B00FWX5	10483	4483	5745	24031	16302	7729	1562	591898	546011	43623	50381	588500	514824	27594	46082	3398	2135	544	363	356
B00FWX9	10542	4522	5755	23992	16286	7706	1688	591752	545880	43609	50338	588355	515496	27044	45815	3397	2150	560	368	319
B00GG8V	10494	4514	5713	24044	16329	7715	1424	592012	546082	43672	50378	588697	516109	27868	44720	3315	2150	502	365	298
B00FWWN	10485	4496	5729	24065	16342	7723	1691	591733	545898	43579	50333	588395	515400	27091	45904	3338	2066	539	387	346
B00GG8W	10538	4535	5745	24076	16336	7740	1178	592182	546245	43670	50404	588958	516057	27194	45707	3224	2033	492	363	336
B00FWWO	10458	4491	5709	24052	16332	7720	2030	591434	545603	43572	50283	588080	515122	26962	45996	3354	2107	542	338	367
B00FWX0	10518	4504	5753	24004	16300	7704	1715	591737	545799	43659	50341	588538	515050	27122	46366	3199	1933	556	352	358
B00GG8X	10554	4516	5773	24006	16301	7705	1206	592208	546245	43689	50406	588916	515489	27808	45619	3292	2102	477	361	352
B00FWWL	10476	4486	5732	24008	16295	7713	1707	591783	545902	43637	50367	588440	514825	27118	46497	3343	2039	578	379	347
B00GG8Y	10518	4532	5722	24009	16306	7703	1398	592049	546103	43675	50385	588668	515604	28102	44962	3381	2077	554	405	345
B00FWWM	10496	4499	5736	24023	16274	7749	1607	591848	545955	43625	50350	588630	515573	27064	45993	3218	1987	526	378	327
B00GG8Z	10400	4452	5687	24811	16918	7893	1286	591477	545692	43546	50288	587181	514806	27076	45299	4296	2918	659	367	352
B00FWX4	10533	4519	5751	23991	16277	7714	1344	592106	546193	43645	50415	588807	515183	27537	46087	3299	2027	575	358	339
B00FWWP	10503	4494	5753	24011	16291	7720	1516	591944	546034	43652	50335	588471	515229	27506	45736	3473	2219	560	358	336
B00FWX1	10546	4531	5755	24021	16313	7708	1471	591936	545976	43689	50375	588449	515245	26825	46379	3487	2131	577	371	408
B00FWWQ	10493	4506	5723	23954	16262	7692	1715	591812	545884	43654	50353	588425	514814	26755	46856	3387	2054	556	378	399
B00FWX2	10509	4504	5738	24072	16341	7731	1492	591901	545983	43660	50371	588484	515217	27473	45794	3417	2143	588	347	339
B00FWWG	10513	4514	5741	24063	16343	7720	1552	591846	545917	43658	50336	588432	514062	27516	46854	3414	2111	583	344	376
B00FWWD	10486	4480	5749	23918	16242	7676	1707	591863	545928	43661	50369	588403	514974	27095	46334	3460	2122	601	355	382
B00FWWK	10501	4500	5741	24052	16310	7742	1553	591868	545957	43647	50389	588475	514668	27339	46468	3393	2071	587	365	370
B00FWWH	10506	4496	5745	24037	16325	7712	1541	591890	545946	43675	50360	588439	514628	27141	46670	3451	2098	622	367	364
B00FWWI	10534	4521	5757	23953	16245	7708	1505	591982	546042	43664	50404	588751	514600	26784	47367	3231	1969	541	373	348
B00GG8M	10487	4493	5732	24028	16276	7752	1644	591815	545915	43629	50352	588365	514598	27108	46659	3450	2250	527	337	336
B00GG8L	10587	4549	5770	23983	16276	7707	1305	592099	546124	43693	50403	588802	514539	27232	47031	3297	1990	580	359	368
B00GG8K	10514	4515	5738	24039	16291	7748	1565	591856	545980	43608	50382	588560	515139	28120	45301	3296	2112	498	353	333
B00FWYE	10437	4484	5702	24037	16299	7738	1887	591613	545760	43596	50321	588037	515045	27029	45963	3576	2305	582	348	341
B00GG8J	10514	4522	5737	24043	16316	7727	1483	591934	546013	43644	50382	588534	515664	27153	45717	3400	2150	562	357	331
B00GG8I	10505	4516	5720	23974	16275	7699	1622	591873	545926	43680	50377	588495	514454	27310	46731	3378	2124	528	361	365
B00GG8H	10518	4503	5756	23928	16213	7715	1468	592060	546105	43676	50410	588686	514740	27462	46484	3374	2104	582	332	356
B00GG8G	10558	4548	5745	24008	16313	7695	1559	591849	545930	43653	50382	588490	515206	27075	46209	3359	2160	512	371	316
B00FWYA	10497	4510	5724	24018	16291	7727	1476	591983	546067	43655	50386	588593	515621	27779	45193	3390	2137	552	378	323
B00GG8F	10504	4510	5736	24048	16310	7738	1564	591858	545940	43639	50385	588283	514770	26902	46611	3575	2346	516	386	327
B00GG8U	10473	4487	5725	24033	16297	7736	1576	591892	546009	43618	50356	588524	515553	27928	45043	3368	2167	504	396	301
B00FWXZ	10502	4510	5737	23975	16251	7724	1523	591974	546051	43666	50379	588711	515686	27557	45468	3263	2025	517	384	337
B00FWXY	10517	4518	5738	23933	16196	7737	1616	591908	545998	43636	50349	588511	515326	27218	45967	3397	2104	554	370	369
B00GG8S	10533	4516	5750	23994	16269	7725	1426	592021	546097	43650	50363	588865	516119	26761	45985	3156	2002	472	366	316
B00GG8R	10569	4547	5760	23991	16296	7695	1461	591953	546019	43662	50356	588666	515326	27432	45908	3287	2062	531	379	315
B00GG8Q	10524	4520	5742	23962	16260	7702	1426	592062	546101	43680	50384	588642	515271	27331	46040	3420	2130	597	343	350
B00FWXV	10524	4507	5761	23964	16255	7709	1564	591922	545985	43669	50398	588535	515361	27104	46070	3387	2091	535	359	402
B00GG8P	10472	4489	5725	24016	16305	7711	1661	591825	545929	43631	50371	588412	515187	27267	45958	3413	2166	548	370	329
B00FWXU	10485	4503	5717	23990	16295	7695	1844	591655	545775	43620	50318	588285	514765	27007	46513	3370	2072	570	361	367
B00FWY6	10512	4510	5747	23950	16212	7738	1684	591828	545937	43626	50369	588461	515003	27471	45987	3367	2170	496	372	329
B00GG8O	10501	4497	5742	23985	16265	7720	1594	591894	545963	43647	50378	588505	514648	27567	46290	3389	2148	527	383	331
B00FWXX	10540	4508	5766	23991	16274	7717	1332	592111	546178	43664	50395	588644	515323	27197	46124	3467	2110	611	380	366
B00GG8N	10492	4495	5737	24063	16315	7748	1542	591877	545996	43629	50378	588342	514160	27170	47012	3535	2294	518	378	345
B00FWXW	10525	4499	5765	24063	16316	7747	1422	591964	546054	43636	50355	588445	514484	28047	45914	3519	2196	592	386	345
B00FWXQ	10498	4495	5743	24058	16330	7728	1543	591875	545953	43648	50360	588353	514730	27057	46566	3522	2214	575	395	338
B00FWY2	10606	4561	5778	23909	16219	7690	1354	592105	546117	43699	50399	588913	515374	26563	46976	3192	1841	618	355	378
B00FWXR	10521	4500	5757	24064	16337	7727	1447	591942	546061	43630	50357	588572	515712	27372	45488	3370	2113	543	364	350
B00FWY3	10511	4525	5725	23964	16296	7668	1863	591636	545738	43636	50330	588294	515099	27157	46038	3342	2035	574	360	373
B00GG7Y	10510	4503	5747	23986	16267	7719	1678	591800	545912	43635	50372	588404	514938	26741	46725	3396	2120	554	377	345
B00FWXS	10586	4547	5777	24018	16326	7692	1158	592212	546215	43703	50403	589016	515520	27768	45728	3196	1907	571	365	353
B00FWY4	10533	4510	5764	23973	16263	7710	1588	591880	545979	43639	50371	588542	515331	27465	45746	3338	2062	525	373	378
B00GG7Z	10590	4547	5776	23985	16287	7698	1244	592155	546141	43720	50422	588887	515081	27487	46319	3268	1945	581	374	368
B00FWY5	10561	4544	5756	24138	16422	7716	1414	591861	545969	43631	50352	588157	515496	27453	45208	3704	2336	614	379	375
B00GG88	10530	4527	5734	23980	16280	7700	1491	591973	546018	43682	50396	588520	514927	27606	45987	3453	2253	489	363	348
B00GG7W	10536	4515	5754	24002	16314	7688	1463	591973	546045	43665	50373	588634	515057	27523	46054	3339	2070	577	358	334
B00FWXM	10547	4523	5769	23946	16257	7689	1337	592144	546155	43699	50408	588946	515233	26894	46819	3198	1946	532	369	351
B00GG89	10522	4530	5732	23935	16249	7686	1594	591923	545973	43668	50391	588633	514638	26692	47303	3290	2049	515	375	351
B00GG7X	10465	4495	5714	23983	16241	7742	1801	591725	545881	43588	50335	588198	514785	28206	45207	3527	2298	522	375	332
B00GG86	10511	4509	5738	24009	16309	7700	1299	592155	546218	43670	50408	588664	514761	27193	46710	3491	2218	547	364	362
B00GG7U	10470	4499	5711	23938	16242	7696	1669	591897	546002	43629	50343	588598	515102	28142	45354	3299	2128	491	349	331
B00FWXO	10505	4485	5757	23993	16291	7702	1557	591919	545991	43653	50391	588638	515145	27368	46125	3281	2041	538	356	346
B00FWY0	10508	4520	5727	24033	16330	7703	1696	591737	545830	43644	50332	588331	515768	27336	45227	3406	2142	540	374	350
B00GG87	10465	4488	5714	24010	16313	7697	1614	591885	545977	43650	50375	588510	515025	27637	45848	3375	2112	542	374	347
B00GG7V	10503	4507	5737	24048	16312	7736	1523	591900	545996	43638	50359	588514	514876	27544	46094	3386	2171	540	375	300
B00FWXP	10537	4515	5762	24003	16290	7713	1408	592026	546104	43666	50385	588557	514762	27564	46231	3469	2160	574	371	364
B00GG8D	10536	4526	5748	23937	16233	7704	1482	592019	546045	43689	50410	588825	515303	27387	46135	3194	1983	543	358	310
B00FWXI	10553	4523	5770	24010	16300	7710	1249	592162	546227	43671	50409	588646	515344	27285	46017	3516	2236	571	371	338
B00GG8E	10519	4516	5743	24019	16313	7706	1742	591694	545815	43630	50339	588400	515216	27021	46163	3294	2089	550	346	309
B00FWXJ	10513	4497	5750	23946	16237	7709	1860	591655	545796	43610	50327	588332	515441	27078	45813	3323	2109	556	348	310
B00GG8B	10521	4514	5757	24050	16344	7706	1395	592008	546086	43653	50406	588546	514567	26477	47502	3462	2207	568	345	342
B00FWXK	10483	4488	5735	24037	16327	7710	1876	591578	545715	43603	50293	588190	514333	27754	46103	3388	2103	584	359	342
B00GG8C	10497	4498	5737	24017	16306	7711	1537	591923	546017	43646	50364	588530	514732	27073	46725	3393	2146	534	384	329
B00FWXL	10464	4492	5711	24002	16299	7703	1768	591740	545832	43648	50372	588323	514459	26893	46971	3417	2139	586	370	322
B00FWXE	10491	4508	5724	24018	16289	7729	1621	591844	545937	43641	50354	588274	514637	27689	45948	3570	2239	567	393	371
B00GG8A	10473	4506	5709	24019	16302	7717	1680	591802	545945	43604	50365	588513	515367	27748	45398	3289	2114	489	375	311
B00FWXF	10512	4504	5747	24002	16278	7724	1421	592039	546129	43637	50379	588621	515761	27566	45294	3418	2135	563	370	350
B00FWXH	10510	4495	5758	23936	16245	7691	1538	591990	546061	43660	50376	588582	515007	26918	46657	3408	2131	557	367	353
B00GG7J	10517	4514	5745	23974	16241	7733	1573	591910	546026	43622	50343	588439	514571	27670	46198	3471	2256	500	381	334
B00FWZF	10410	4456	5700	24072	16320	7752	1993	591499	545666	43579	50329	588038	514672	27689	45677	3461	2186	583	346	346
B00G5XK	10487	4497	5735	23925	16204	7721	1770	591792	545928	43606	50333	588294	515204	27556	45534	3498	2269	515	357	357
B00GG7I	10499	4503	5735	24023	16286	7737	1590	591862	545997	43610	50346	588361	514958	27096	46307	3501	2274	506	374	347
B00FWZE	10522	4516	5744	24078	16335	7743	1542	591832	545912	43641	50370	588426	514362	27448	46616	3406	2055	582	409	360
B00G5XJ	10460	4469	5729	24111	16368	7743	1708	591695	545844	43597	50346	588233	516202	27392	44639	3462	2229	564	351	318
B00GG7L	10535	4536	5735	23983	16275	7708	1478	591978	546053	43656	50400	588559	514820	27526	46213	3419	2147	549	384	339
B00FWZD	10544	4537	5749	23975	16274	7701	1396	592059	546090	43698	50402	588672	514954	27671	46047	3387	2092	579	394	322
B00G5XI	10491	4482	5749	24037	16317	7720	1576	591870	545985	43632	50336	588491	514710	28242	45539	3379	2111	505	402	361
B00GG7K	10597	4546	5787	24001	16291	7710	998	592378	546342	43742	50463	589080	515254	27251	46575	3298	1941	587	380	390
B00G5XH	10482	4474	5745	24021	16295	7726	1653	591818	545945	43626	50351	588400	515911	27786	44703	3418	2210	499	374	335
B00GG7F	10493	4509	5722	24050	16311	7739	1455	591976	546078	43636	50370	588605	514737	27725	46143	3371	2201	474	406	290
B00FWZB	10546	4518	5768	24088	16324	7764	1460	591880	545978	43645	50365	588447	513957	26843	47647	3433	2149	550	363	371
B00G5XO	10383	4475	5650	24634	16782	7852	3613	589344	543952	43178	50054	585333	514178	27052	44103	4011	2806	507	342	356
B00G5Y0	10437	4468	5716	24152	16390	7762	1709	591676	545832	43580	50331	588128	514964	27045	46119	3548	2308	530	384	326
B00GG7E	10508	4502	5744	24034	16306	7728	1569	591863	545954	43649	50360	588501	515985	26544	45972	3362	2196	450	351	365
B00G5XN	10401	4466	5685	24516	16685	7831	2751	590306	544721	43347	50182	586417	513686	26803	45928	3889	2682	516	361	330
B00GG7H	10497	4506	5733	24045	16345	7700	1469	591963	546072	43639	50369	588423	515885	27615	44923	3540	2284	589	362	305
B00G5XM	10514	4514	5739	23973	16249	7724	1813	591674	545765	43634	50339	588314	515309	27479	45526	3360	2174	490	342	354
B00G5XL	10501	4516	5727	23983	16267	7716	1654	591836	545958	43618	50336	588255	514799	27764	45692	3581	2346	553	347	335
B00GG83	10514	4522	5730	23968	16258	7710	1748	591744	545828	43648	50364	588207	514251	27214	46742	3537	2287	525	401	324
B00GG7R	10547	4540	5745	24003	16293	7710	1436	591988	546056	43661	50373	588589	516103	28085	44401	3399	2221	491	364	323
B00G5Y4	10459	4480	5718	24058	16321	7737	1661	591796	545939	43607	50364	588289	516026	26849	45414	3507	2273	484	386	364
B00GG82	10495	4510	5729	24024	16285	7739	1629	591826	545919	43638	50380	588522	515229	27245	46048	3304	2045	541	377	341
B00GG7Q	10473	4482	5731	24006	16284	7722	1539	591956	546031	43643	50374	588534	514740	27683	46111	3422	2218	489	377	338
B00G5XR	10513	4520	5742	24000	16275	7725	1583	591878	545966	43651	50333	587338	514422	26829	46087	4540	3156	648	342	394
B00G5Y3	10513	4524	5729	23977	16273	7704	2053	591431	545555	43603	50287	587852	514555	26729	46568	3579	2325	553	338	363
B00GG7T	10457	4500	5699	23969	16267	7702	1708	591840	545935	43633	50401	588541	514938	26881	46722	3299	2076	520	358	345
B00G5XQ	10491	4510	5726	24084	16350	7734	1566	591833	545958	43619	50328	588247	514889	28227	45131	3586	2351	479	378	378
B00G5Y2	10409	4450	5700	23959	16256	7703	2116	591490	545680	43562	50298	588024	514514	27176	46334	3466	2306	481	374	305
B00GG84	10473	4505	5710	24102	16359	7743	1574	591825	545943	43622	50354	588363	514420	27685	46258	3462	2228	526	377	331
B00GG7S	10528	4509	5756	24034	16330	7704	1506	591906	545961	43674	50381	588623	514626	27657	46340	3283	2105	477	376	325
B00FWYZ	10447	4471	5717	24052	16308	7744	1867	591608	545739	43618	50330	588160	515036	27397	45727	3448	2213	547	355	333
B00G5XP	10486	4492	5740	24023	16300	7723	1580	591885	546007	43627	50333	588480	515302	27042	46136	3405	2167	535	342	361
B00G5Y1	10495	4499	5740	23949	16265	7684	2171	591359	545470	43627	50286	587810	514433	27136	46241	3549	2305	562	339	343
B00GG7N	10490	4485	5744	24093	16367	7726	1533	591858	545946	43647	50353	588483	515551	26694	46238	3375	2187	502	379	307
B00FWYY	10519	4511	5752	23991	16282	7709	1523	591941	545984	43675	50355	588372	515201	27338	45833	3569	2295	595	367	312
B00G5XW	10508	4512	5735	23937	16234	7703	1939	591590	545690	43642	50302	587720	514915	26429	46376	3870	2691	527	314	338
B00G5Y8	10495	4500	5730	24014	16289	7725	1771	591694	545806	43627	50321	588042	514395	26852	46795	3652	2370	567	339	376
B00GG7M	10575	4545	5763	24079	16355	7724	1153	592167	546199	43693	50422	588752	515428	27862	45462	3415	2155	555	344	361
B00FWYX	10494	4510	5728	23958	16245	7713	1918	591604	545707	43646	50334	588206	514877	27097	46232	3398	2152	547	359	340
B00G5XV	10487	4487	5741	24015	16295	7720	1499	591973	546086	43624	50370	588401	515212	27152	46037	3572	2351	506	386	329
B00GG81	10445	4477	5702	24045	16319	7726	1711	591773	545882	43630	50349	588256	513773	27331	47152	3517	2275	565	359	318
B00GG7P	10536	4517	5758	24048	16334	7714	1538	591852	545918	43656	50366	588497	514419	27257	46821	3355	2113	551	349	342
B00FWZ8	10486	4492	5728	23973	16245	7728	1777	591738	545822	43654	50361	588449	514891	27297	46261	3289	2010	564	364	351
B00G5XU	10485	4502	5726	24115	16364	7751	1768	591606	545775	43566	50339	587803	514256	28146	45401	3803	2488	567	408	340
B00G5Y6	10421	4470	5698	24061	16323	7738	1701	591791	545955	43595	50335	588435	515923	27567	44945	3356	2161	482	353	360
B00GG80	10531	4518	5756	23982	16265	7717	1452	592009	546067	43671	50409	588772	515291	27482	45999	3237	2031	541	338	327
B00GG7O	10555	4530	5762	24004	16288	7716	1154	592261	546284	43694	50405	588787	515458	27651	45678	3474	2219	530	364	361
B00FWZ7	10493	4492	5741	24018	16267	7751	1527	591936	546050	43626	50393	588575	515390	26467	46718	3361	2110	549	357	345
B00G5XT	10427	4464	5704	24126	16372	7754	1773	591648	545818	43564	50328	588113	515206	27105	45802	3535	2390	466	361	318
B00GG79	10524	4524	5744	24061	16332	7729	1282	592107	546188	43639	50385	588783	515439	27668	45676	3324	2119	504	352	349
B00GG6X	10479	4481	5738	24015	16290	7725	1516	591964	546069	43625	50384	588454	515631	27255	45568	3510	2305	532	374	299
B00FWYT	10534	4527	5745	24013	16292	7721	1700	591727	545837	43633	50340	588159	514857	27593	45709	3568	2255	592	353	368
B00GG6Y	10531	4511	5759	24062	16346	7716	1334	592047	546123	43664	50385	588529	515139	27866	45524	3518	2242	569	365	342
B00FWZ6	10494	4503	5728	23966	16276	7690	1954	591560	545679	43618	50292	588151	515433	27274	45444	3409	2148	532	356	373
B00GG6Z	10486	4504	5725	24046	16306	7740	1594	591848	545952	43628	50363	588451	515000	27366	46085	3397	2173	503	386	335
B00FWYR	10501	4505	5737	24015	16322	7693	1531	591927	545993	43654	50365	588137	514993	26210	46934	3790	2528	619	333	310
B00G5XX	10476	4497	5716	24005	16278	7727	2023	591470	545620	43597	50319	587971	513916	27224	46831	3499	2295	497	370	337
B00FWYS	10489	4490	5740	23998	16297	7701	1727	591760	545860	43636	50311	588345	514925	27508	45912	3415	2108	592	374	341
B00G5XY	10491	4490	5737	24037	16311	7726	1505	591941	546061	43613	50359	588555	516488	27165	44902	3386	2234	460	358	334
B00GG6T	10510	4519	5736	24028	16313	7715	1482	591954	546045	43645	50378	588623	515582	27456	45585	3331	2057	558	384	332
B00FWYP	10553	4543	5752	24024	16292	7732	1599	591798	545863	43666	50337	588413	515377	27426	45610	3385	2107	566	371	341
B00GG76	10486	4500	5721	23979	16277	7702	1613	591896	546003	43637	50364	588605	514729	27238	46638	3291	2106	523	355	307
B00GG6U	10524	4510	5757	24007	16298	7709	1220	592223	546243	43692	50416	588862	514927	27275	46660	3361	2113	546	343	359
B00FWYQ	10505	4488	5755	23993	16297	7696	1704	591772	545831	43656	50350	588428	515070	27437	45921	3344	2076	551	360	357
B00FWZ2	10479	4512	5706	23968	16268	7700	2035	591492	545605	43631	50317	587951	514772	26703	46476	3541	2317	520	353	351
B00GG77	10501	4490	5754	24018	16307	7711	1570	591885	545968	43659	50379	588523	515439	27621	45463	3362	2150	507	397	308
B00GG6V	10516	4521	5736	24155	16418	7737	1366	591937	546026	43642	50367	588364	515608	28020	44736	3573	2309	507	409	348
B00GG78	10483	4505	5721	24073	16321	7752	1426	591992	546115	43622	50385	588414	515619	27805	44990	3578	2323	564	354	337
B00GG6W	10485	4494	5725	24022	16289	7733	1601	591866	545982	43628	50370	588492	515006	27099	46387	3374	2200	508	371	295
B00FWYO	10512	4523	5734	23983	16250	7733	1580	591899	545981	43653	50357	588342	514523	27163	46656	3557	2242	558	379	378
B00GG7A	10481	4477	5747	24121	16337	7784	1648	591724	545890	43572	50328	588182	515087	26712	46383	3542	2363	507	354	318
B00G5YC	10452	4491	5706	23974	16264	7710	1872	591676	545800	43625	50328	588143	514736	26982	46425	3533	2307	510	380	336
B00GG7B	10479	4493	5724	24023	16307	7716	1664	591808	545947	43603	50363	588422	514705	27596	46121	3386	2183	503	358	342
B00FWYM	10508	4507	5741	23946	16228	7718	1588	591932	545984	43680	50375	588513	514631	27338	46544	3419	2169	566	347	337
B00G5YD	10451	4474	5716	23982	16259	7723	1726	591815	545954	43610	50322	588334	515524	26676	46134	3481	2320	510	333	318
B00GG7C	10469	4496	5718	24013	16297	7716	1512	591980	546034	43663	50402	588617	515389	27213	46015	3363	2137	535	337	354
B00G5YA	10457	4502	5701	24010	16301	7709	2237	591270	545408	43606	50282	587707	514609	27191	45907	3563	2330	544	355	334
B00GG7D	10540	4516	5755	24079	16383	7696	1250	592105	546136	43675	50420	588754	514980	27530	46244	3351	2142	517	364	328
B00G5YB	10451	4481	5713	24004	16280	7724	2033	591486	545655	43582	50307	587975	514135	27350	46490	3511	2325	504	349	333
B00FWYI	10526	4529	5737	23909	16219	7690	1853	591686	545731	43674	50323	588285	514739	27214	46332	3401	2053	605	382	361
B00FWYF	10509	4495	5751	23974	16269	7705	1960	591531	545634	43628	50301	588212	515285	26654	46273	3319	2077	535	359	348
B00FWYG	10457	4498	5706	24068	16344	7724	2347	591102	545302	43550	50262	587711	514759	27720	45232	3391	2194	493	380	324
B00G5YF	10399	4470	5674	23986	16278	7708	2613	590976	545186	43542	50197	587483	514940	26919	45624	3493	2262	564	350	317
B00FWZW	10581	4533	5779	23926	16246	7680	1114	592353	546321	43739	50409	589086	515846	27092	46148	3267	1972	599	326	370
B00GG70	10524	4489	5768	23965	16279	7686	1302	592183	546234	43675	50401	588899	515663	27330	45906	3284	2082	509	361	332
B00GG6L	10509	4515	5732	23977	16270	7707	1582	591906	545989	43647	50348	588676	516857	27540	44279	3230	2068	455	389	318
B00GG6M	10516	4515	5741	24041	16302	7739	1231	592186	546269	43652	50397	588722	515665	27538	45519	3464	2192	579	345	348
B00GG6R	10452	4489	5704	24036	16289	7747	1676	591810	545940	43622	50351	588303	515060	27621	45622	3507	2285	493	389	340
B00GG6S	10503	4503	5734	23976	16278	7698	1595	591900	545964	43670	50405	588565	515176	27291	46098	3335	2145	477	357	356
B00GG71	10535	4526	5748	24027	16319	7708	1319	592093	546126	43694	50424	588620	515434	27183	46003	3473	2219	575	340	339
B00GG72	10542	4515	5766	24101	16363	7738	1173	592158	546236	43653	50406	588753	515811	27501	45441	3405	2224	498	336	347
B00GG6F	10466	4483	5723	24047	16331	7716	1521	591940	546052	43631	50339	588426	514795	28046	45585	3514	2273	527	379	335
B00GG6G	10512	4505	5746	24031	16289	7742	1563	591868	545969	43630	50368	588480	515288	27145	46047	3388	2155	555	361	317
B00GG6E	10551	4537	5752	24025	16295	7730	1228	592170	546220	43681	50407	588766	516453	27949	44364	3404	2109	546	395	354
B00GG6J	10505	4500	5750	24069	16350	7719	1347	592053	546117	43657	50404	588653	515050	27102	46501	3400	2121	569	358	352
B00GG6K	10483	4496	5730	24083	16341	7742	1547	591861	545985	43623	50350	588391	514858	27159	46374	3470	2237	545	359	329
B00GG6H	10491	4506	5724	24020	16331	7689	1590	591873	545954	43652	50383	588377	514740	27395	46242	3496	2221	559	389	327
B00FWZI	10427	4462	5705	23901	16196	7705	2152	591494	545637	43603	50295	588077	514739	27269	46069	3417	2219	496	368	334
B00FWZL	10505	4504	5741	24004	16280	7724	1534	591931	546027	43632	50379	588431	514819	27035	46577	3500	2192	606	328	374
B00GG6C	10495	4498	5738	23952	16216	7736	1553	591974	546099	43613	50372	588619	515671	27138	45810	3355	2149	506	380	320
B00FWZK	10494	4504	5728	24097	16383	7714	1626	591757	545812	43668	50339	588299	515013	27151	46135	3458	2130	574	360	394
B00GG6B	10469	4506	5707	24057	16332	7725	1490	591958	546073	43617	50365	588291	514796	27546	45949	3667	2428	588	364	287
B00GG6A	10517	4517	5736	23964	16277	7687	1535	591958	546040	43646	50387	588596	514887	27351	46358	3362	2076	576	368	342
B00FWZM	10485	4489	5739	24057	16338	7719	1492	591940	546041	43641	50379	588502	515971	27299	45232	3438	2127	582	368	361
B00GG5V	10460	4492	5713	24049	16325	7724	1582	591883	546004	43634	50363	588580	515552	27408	45620	3303	2080	534	359	330
B00GG67	10481	4489	5731	24097	16365	7732	1487	591909	546000	43650	50355	588621	515294	28096	45231	3288	2054	515	371	348
B00GG65	10496	4517	5719	24042	16322	7720	1672	591764	545875	43634	50345	588478	514804	27554	46120	3286	2021	547	384	334
B00GG5S	10501	4502	5739	24103	16370	7733	1382	591988	546089	43627	50372	588528	514999	28116	45413	3460	2198	553	385	324
B00GG64	10476	4490	5730	24016	16292	7724	1583	591899	546001	43638	50341	588312	515119	27414	45779	3587	2306	575	348	358
B00GG5Y	10472	4479	5734	24058	16337	7721	1666	591778	545887	43624	50364	588329	514948	27498	45883	3449	2207	526	359	357
B00FWZU	10555	4520	5768	23982	16290	7692	1405	592032	546032	43704	50412	588848	515000	27152	46696	3184	1904	583	358	339
B00GG5K	10534	4515	5760	24011	16287	7724	1251	592178	546254	43644	50390	588673	514779	27554	46340	3505	2179	598	420	308
B00GG5L	10566	4529	5775	24037	16308	7729	1218	592153	546195	43675	50431	588898	515812	27975	45111	3255	2040	519	357	339
B00GG5M	10483	4497	5725	24036	16325	7711	1481	591974	546045	43660	50397	588621	514745	26980	46896	3353	2103	567	352	331
B00GG60	10460	4478	5722	23962	16235	7727	1711	591841	545947	43624	50333	588457	514986	27385	46086	3384	2178	455	398	353
B00GG5P	10540	4513	5762	24043	16324	7719	1233	592158	546238	43644	50406	588730	515994	27557	45179	3428	2153	543	386	346
B00GG5I	10522	4508	5759	24016	16292	7724	1346	592090	546150	43653	50410	588678	514872	26717	47089	3412	2119	607	330	356
B00GG5J	10526	4514	5751	24014	16316	7698	1529	591905	545984	43652	50382	588403	514552	26957	46894	3502	2281	522	360	339
B00G7JD	10547	4532	5756	24038	16325	7713	1388	592001	546101	43635	50363	588598	515822	27631	45145	3403	2220	481	366	336
B00G7JE	10530	4526	5737	24000	16301	7699	1310	592134	546188	43679	50397	588564	515352	27431	45781	3570	2203	576	423	368
B00G7JF	10559	4536	5761	24048	16326	7722	1340	592027	546088	43664	50378	588573	514896	27909	45768	3454	2234	546	362	312
B00G7JG	10550	4518	5771	24006	16270	7736	1423	591995	546047	43674	50365	588554	515502	26899	46153	3441	2237	516	379	309
B00G7JI	10493	4513	5719	23896	16229	7667	2012	591573	545670	43642	50300	588269	514609	27403	46257	3304	2033	554	357	360
B00G7JH	10490	4487	5744	23953	16245	7708	1912	591619	545732	43626	50322	588072	514993	27288	45791	3547	2381	460	359	347
B00G7JK	10500	4501	5736	23950	16243	7707	1791	591733	545820	43646	50353	588324	515289	27339	45696	3409	2229	472	378	330
B00G7JJ	10503	4521	5726	24009	16303	7706	1459	592003	546038	43684	50371	588422	514999	27161	46262	3581	2298	558	372	353
B00G7JM	10542	4527	5750	23985	16277	7708	1555	591892	545965	43674	50357	588474	515856	26584	46034	3418	2206	540	344	328
B00G7JL	10518	4507	5751	24012	16256	7756	1546	591898	545985	43649	50369	588293	515692	27029	45572	3605	2399	503	356	347
B00G7JO	10491	4504	5727	24003	16267	7736	1750	591730	545812	43648	50329	588347	515206	26771	46370	3383	2212	443	375	353
B00G7K0	10536	4527	5751	24048	16315	7733	1407	591983	546032	43682	50373	588419	514407	27254	46758	3564	2258	574	396	336
B00G7JN	10503	4503	5738	23988	16288	7700	1756	591727	545809	43651	50326	588271	514421	27147	46703	3456	2205	555	356	340
B00G7JQ	10427	4483	5683	23977	16258	7719	2246	591324	545456	43610	50255	587838	514441	27175	46222	3486	2185	570	392	339
