#Sample	unique_to_file_1	unique_to_file_1_snp	unique_to_file_1_indel	unique_to_file_2	unique_to_file_2_snp	unique_to_file_2_indel	both_missing	common_context	common_context_snp	common_context_indel	common_context_discordant_id	called_and_same	called_and_same_hom_ref	called_and_same_hom_var	called_and_same_het	called_but_discordant	called_but_discordant_hom1_het2	called_but_discordant_het1_hom2	called_but_discordant_hom1_hom2	called_but_discordant_het1_het2
B00G7K2	10599	4548	5788	23962	16281	7681	1464	591949	545954	43710	50398	588627	514878	27420	46329	3322	2035	579	371	337
B00G7JP	10454	4468	5722	23993	16260	7733	1950	591577	545675	43629	50311	588114	514979	27118	46017	3463	2320	449	361	333
B00G7K1	10497	4501	5736	23972	16273	7699	1654	591851	545948	43651	50315	588391	514447	28017	45927	3460	2194	546	379	341
B00G7JS	10554	4528	5760	23979	16266	7713	1356	592085	546124	43687	50384	588927	516257	27782	44888	3158	1963	531	335	329
B00G7K4	10511	4509	5742	24004	16272	7732	1754	591705	545823	43622	50317	588109	514364	27152	46593	3596	2324	543	390	339
B00G7JR	10518	4518	5737	23972	16270	7702	1670	591814	545906	43645	50353	588335	514311	27172	46852	3479	2175	586	360	358
B00G7K3	10448	4479	5713	24047	16310	7737	1812	591667	545798	43620	50347	588238	515159	27542	45537	3429	2244	508	342	335
B00G7JU	10539	4519	5761	24019	16324	7695	1329	592087	546102	43704	50409	588810	514972	27211	46627	3277	1956	573	388	360
B00G7K6	10437	4480	5691	24013	16289	7724	2027	591497	545620	43612	50280	587949	514336	27584	46029	3548	2230	606	364	348
B00G7JT	10491	4518	5721	24030	16327	7703	1616	591837	545932	43649	50351	588435	515184	27622	45629	3402	2158	529	370	345
B00G7K5	10454	4476	5721	23981	16264	7717	1943	591596	545706	43626	50300	588004	514665	27480	45859	3592	2318	543	368	363
B00G7JW	10471	4480	5733	23970	16278	7692	1962	591571	545678	43635	50318	588097	515288	27616	45193	3474	2268	473	388	345
B00G7JV	10470	4491	5719	24040	16303	7737	1818	591646	545772	43609	50351	588173	514438	27182	46553	3473	2274	504	337	358
B00G7JZ	10510	4520	5727	24058	16320	7738	1684	591722	545843	43618	50328	588215	515401	27277	45537	3507	2257	523	380	347
B00G7JX	10453	4476	5718	23996	16279	7717	1951	591574	545742	43580	50308	588274	515753	26789	45732	3300	2148	436	368	348
B00G7K9	10537	4519	5755	23985	16276	7709	1531	591921	545971	43675	50379	588494	514522	26416	47556	3427	2148	560	364	355
B00G7JY	10476	4490	5727	24005	16304	7701	1814	591679	545786	43628	50304	588297	514472	28219	45606	3382	2115	542	352	373
B00G7KC	10531	4507	5757	24010	16306	7704	1454	591979	546026	43676	50399	588629	515297	27315	46017	3350	2127	497	383	343
B00G7KD	10515	4520	5741	23994	16317	7677	1397	592068	546088	43706	50370	588587	515382	27634	45571	3481	2215	546	369	351
B00G7KA	10555	4521	5768	24045	16305	7740	1253	592121	546171	43673	50396	588769	516393	27175	45201	3352	2160	489	353	350
B00G7KB	10506	4507	5738	24032	16294	7738	1329	592107	546175	43672	50376	588747	514535	27770	46442	3360	2093	529	369	369
B00G7KG	10544	4504	5777	23975	16262	7713	1263	592192	546248	43678	50405	588716	515541	27602	45573	3476	2263	512	384	317
B00G7KH	10557	4530	5770	24026	16280	7746	1434	591957	546035	43658	50370	588576	516444	28316	43816	3381	2130	561	381	309
B00G7KE	10523	4515	5753	24003	16298	7705	1367	592081	546140	43676	50364	588489	515139	27717	45633	3592	2350	538	358	346
B00G7KF	10537	4527	5747	23962	16245	7717	1440	592035	546073	43694	50409	588665	514080	26710	47875	3370	2137	516	366	351
B00G7KL	10464	4494	5711	23964	16265	7699	1784	591762	545841	43650	50362	588471	514718	27315	46438	3291	2043	531	369	348
B00G7KK	10531	4522	5748	24030	16313	7717	1298	592115	546182	43668	50405	588950	516166	27376	45408	3165	1979	460	375	351
B00G7KJ	10498	4510	5730	23989	16268	7721	1468	592019	546092	43661	50377	588479	515369	27890	45220	3540	2277	540	366	357
B00G7KI	10549	4520	5767	24055	16334	7721	1450	591920	545972	43671	50368	588433	514897	27566	45970	3487	2250	542	348	347
B00G7L1	10511	4504	5746	23982	16267	7715	1530	591951	545997	43679	50386	588509	514434	27457	46618	3442	2188	559	346	349
B00G7KO	10553	4531	5769	23961	16242	7719	1480	591980	546020	43675	50404	588629	515811	26760	46058	3351	2135	547	339	330
B00G7L0	10511	4516	5741	24063	16343	7720	1492	591908	546025	43627	50368	588588	515828	27611	45149	3320	2129	492	371	328
B00G7KN	10501	4506	5736	24028	16283	7745	1453	591992	546084	43644	50371	588638	515028	27752	45858	3354	2177	507	360	310
B00G7KM	10527	4532	5732	23946	16228	7718	1612	591889	545980	43650	50368	588437	515095	27236	46106	3452	2270	490	355	337
B00G7KT	10523	4518	5740	23950	16221	7729	1733	591768	545847	43641	50359	588372	515246	27531	45595	3396	2170	515	383	328
B00G7L5	10547	4519	5762	24020	16300	7720	1169	592238	546260	43701	50415	588750	515772	27268	45710	3488	2166	582	351	389
B00G7KS	10543	4529	5748	23949	16264	7685	1389	592093	546102	43702	50417	588659	515562	27338	45759	3434	2176	541	334	383
B00G7L4	10548	4526	5768	24047	16312	7735	1210	592169	546224	43685	50397	588895	515293	27705	45897	3274	2021	539	365	349
B00G7KR	10519	4516	5740	24018	16294	7724	1492	591945	546025	43661	50374	588465	514167	27559	46739	3480	2283	512	383	302
B00G7L3	10515	4511	5744	24054	16304	7750	1438	591967	546047	43661	50358	588578	514971	27535	46072	3389	2159	519	369	342
B00G7L2	10544	4528	5750	24068	16328	7740	1216	592146	546183	43689	50405	588599	515298	27738	45563	3547	2301	520	362	364
B00G7KX	10494	4507	5732	23939	16225	7714	1646	591895	545975	43650	50380	588460	514528	27177	46755	3435	2170	563	349	353
B00G7L9	10535	4528	5746	23961	16259	7702	1586	591892	545971	43643	50382	588467	514743	27475	46249	3425	2189	531	362	343
B00G7KW	10487	4506	5717	23921	16222	7699	1702	591864	545952	43647	50361	588486	515686	27550	45250	3378	2212	469	378	319
B00G7L8	10496	4481	5754	23891	16191	7700	1716	591871	545913	43684	50376	588601	515256	27415	45930	3270	2037	508	360	365
B00G7KV	10514	4521	5734	24069	16339	7730	1495	591896	545942	43682	50375	588497	514907	27221	46369	3399	2152	545	327	375
B00G7L7	10527	4510	5752	24009	16295	7714	1484	591954	546019	43670	50390	588551	515721	27032	45798	3403	2181	528	357	337
B00G7KU	10561	4540	5761	23950	16239	7711	1502	591961	545992	43685	50393	588506	514871	28063	45572	3455	2200	544	379	332
B00G7L6	10500	4508	5731	23949	16247	7702	1643	591882	545940	43668	50355	588372	514723	27664	45985	3510	2286	527	359	338
B00G7LX	10491	4495	5735	23997	16303	7694	1889	591597	545700	43638	50290	588138	515025	27116	45997	3459	2166	588	393	312
B00G7LV	10472	4497	5718	24023	16292	7731	1627	591852	545916	43663	50346	588465	515096	27111	46258	3387	2189	499	354	345
